place_id,name,state,lga,lat,lon,is_hub,place_type,loc_code,area_sqkm,source,source_objectid,official_name_raw,point_method,graph_node,official_centre_lat,official_centre_lon,roadpoint_offset_m
449,Brisbane,QLD,,-27.4689682,153.0234991,1,hub_anchor_existing,,,existing_places_csv_unmatched_hub,,Brisbane,existing_hub_coordinate_preserved,,,,
507,Bundaberg,QLD,,-24.8653253,152.3516785,1,hub_anchor_existing,,,existing_places_csv_unmatched_hub,,Bundaberg,existing_hub_coordinate_preserved,,,,
566,Cairns,QLD,,-16.9206657,145.7721854,1,hub_anchor_existing,,,existing_places_csv_unmatched_hub,,Cairns,existing_hub_coordinate_preserved,,,,
qld_locality_578,Charleville,QLD,Murweh Shire,-26.3954307,146.2961412,1,hub_anchor_official_locality,578,613.4885800000001,qld_admin_boundaries_locality_boundary_plus_existing_hub_coordinate,591,Charleville,existing_hub_coordinate_preserved,,-26.3879651,146.3189971,
1502,Hervey Bay,QLD,,-25.2985784,152.8535216,1,hub_anchor_existing,,,existing_places_csv_unmatched_hub,,Hervey Bay,existing_hub_coordinate_preserved,,,,
qld_locality_1577,Longreach,QLD,Longreach Regional,-23.3495178,143.7016540,1,hub_anchor_official_locality,1577,23469.831118,qld_admin_boundaries_locality_boundary_plus_existing_hub_coordinate,2260,Longreach,existing_hub_coordinate_preserved,,-23.3828038,143.6406708,
qld_locality_1893,Mount Isa,QLD,Mount Isa City,-20.5359808,139.4549052,1,hub_anchor_official_locality,1893,6962.125453,qld_admin_boundaries_locality_boundary_plus_existing_hub_coordinate,1012,Mount Isa,existing_hub_coordinate_preserved,,-20.4943621,139.4079595,
3169,Toowoomba,QLD,,-27.5610193,151.953351,1,hub_anchor_existing,,,existing_places_csv_unmatched_hub,,Toowoomba,existing_hub_coordinate_preserved,,,,
3177,Townsville,QLD,,-19.2569391,146.8239537,1,hub_anchor_existing,,,existing_places_csv_unmatched_hub,,Townsville,existing_hub_coordinate_preserved,,,,
qld_locality_4332,Abbeywood,QLD,South Burnett Regional,-26.0943878,151.6561812,0,locality_road_representative_point,4332,34.87693,qld_admin_boundaries_locality_boundary,23,Abbeywood,road_node_inside_locality,1793424,-26.1075824,151.6464218,1963.6
qld_locality_3,Abbotsford,QLD,Bundaberg Regional,-24.8135806,152.0447862,0,locality_road_representative_point,3,84.445932,qld_admin_boundaries_locality_boundary,24,Abbotsford,road_node_inside_locality,935015,-24.8318736,152.0088646,4585.2
qld_locality_6,Abercorn,QLD,North Burnett Regional,-25.1439707,151.1497779,0,locality_road_representative_point,6,94.313961,qld_admin_boundaries_locality_boundary,25,Abercorn,road_node_inside_locality,1743763,-25.1375807,151.1585863,1256.5
qld_locality_8,Abergowrie,QLD,Hinchinbrook Shire,-18.4381149,145.9240334,0,locality_road_representative_point,8,306.261403,qld_admin_boundaries_locality_boundary,26,Abergowrie,road_node_inside_locality,1254205,-18.4389050,145.9240721,92.8
qld_locality_3660,Abingdon Downs,QLD,Etheridge Shire,-17.9385932,143.5905594,0,locality_road_representative_point,3660,5049.623509,qld_admin_boundaries_locality_boundary,27,Abingdon Downs,road_node_inside_locality,352676,-17.8163968,143.4625145,20185.7
qld_locality_3354,Abington,QLD,Bundaberg Regional,-25.2053038,152.3681969,0,locality_road_representative_point,3354,19.535542,qld_admin_boundaries_locality_boundary,28,Abington,road_node_inside_locality,1742769,-25.2096255,152.3579386,1259.7
qld_locality_11,Acacia Ridge,QLD,Brisbane City,-27.5843451,153.0221361,0,locality_road_representative_point,11,8.607833,qld_admin_boundaries_locality_boundary,29,Acacia Ridge,road_node_inside_locality,3108037,-27.5843114,153.0219932,16.5
qld_locality_12,Acland,QLD,Toowoomba Regional,-27.3098558,151.6876590,0,locality_road_representative_point,12,38.318547,qld_admin_boundaries_locality_boundary,30,Acland,road_node_inside_locality,1718187,-27.3177836,151.6830973,1115.5
qld_locality_4613,Adare,QLD,Lockyer Valley Regional,-27.5236476,152.2966379,0,locality_road_representative_point,4613,39.259100999999994,qld_admin_boundaries_locality_boundary,31,Adare,road_node_inside_locality,2382195,-27.5098599,152.2944613,1747.5
qld_locality_3372,Adavale,QLD,Quilpie Shire,-25.9464348,144.6725257,0,locality_road_representative_point,3372,21356.116029,qld_admin_boundaries_locality_boundary,32,Adavale,road_node_inside_locality,600751,-25.9164735,144.6954857,4504.1
qld_locality_5074,Adelaide Park,QLD,Livingstone Shire,-23.0868016,150.6912428,0,locality_road_representative_point,5074,24.131705999999998,qld_admin_boundaries_locality_boundary,33,Adelaide Park,road_node_inside_locality,4014,-23.0981148,150.6974093,1531.5
qld_locality_17,Advancetown,QLD,Gold Coast City,-28.0508509,153.2789069,0,locality_road_representative_point,17,63.58815,qld_admin_boundaries_locality_boundary,34,Advancetown,road_node_inside_locality,3751077,-28.0627324,153.2779070,1502.9
qld_locality_18,Aeroglen,QLD,Cairns Regional,-16.8754200,145.7586960,0,locality_road_representative_point,18,13.822309,qld_admin_boundaries_locality_boundary,35,Aeroglen,road_node_inside_locality,389346,-16.8762191,145.7641793,617.4
qld_locality_22,Agnes Water,QLD,Gladstone Regional,-24.2289345,151.9067404,0,locality_road_representative_point,22,58.877649,qld_admin_boundaries_locality_boundary,9,Agnes Water,road_node_inside_locality,1084957,-24.2244791,151.9068073,543.9
qld_locality_5289,Airdmillan,QLD,Burdekin Shire,-19.5165260,147.4894604,0,locality_road_representative_point,5289,59.049416,qld_admin_boundaries_locality_boundary,10,Airdmillan,road_node_inside_locality,746747,-19.5281171,147.4811619,1651.5
qld_locality_4688,Airlie Beach,QLD,Whitsunday Regional,-20.2719676,148.7179562,0,locality_road_representative_point,4688,3.223724,qld_admin_boundaries_locality_boundary,11,Airlie Beach,road_node_inside_locality,849099,-20.2722548,148.7182332,46.0
qld_locality_23,Airville,QLD,Burdekin Shire,-19.6405388,147.3556012,0,locality_road_representative_point,23,43.912658,qld_admin_boundaries_locality_boundary,12,Airville,road_node_inside_locality,1041115,-19.6372468,147.3505663,682.3
qld_locality_24,Aitkenvale,QLD,Townsville City,-19.2988174,146.7695904,0,locality_road_representative_point,24,3.3033200000000003,qld_admin_boundaries_locality_boundary,13,Aitkenvale,road_node_inside_locality,59126,-19.2989136,146.7693957,24.5
qld_locality_5298,Alabama Hill,QLD,Charters Towers Regional,-20.0827743,146.2498480,0,locality_road_representative_point,5298,0.791393,qld_admin_boundaries_locality_boundary,14,Alabama Hill,road_node_inside_locality,1030757,-20.0820180,146.2493565,105.0
qld_locality_27,Albany Creek,QLD,Moreton Bay City,-27.3534916,152.9682264,0,locality_road_representative_point,27,9.665167,qld_admin_boundaries_locality_boundary,15,Albany Creek,road_node_inside_locality,2141524,-27.3536393,152.9684715,33.0
qld_locality_4678,Alberta,QLD,Banana Shire,-24.3256001,149.7828857,0,locality_road_representative_point,4678,384.818016,qld_admin_boundaries_locality_boundary,16,Alberta,road_node_inside_locality,1232289,-24.3517593,149.7764709,3274.9
qld_locality_29,Alberton,QLD,Gold Coast City,-27.7115538,153.2695493,0,locality_road_representative_point,29,17.013927,qld_admin_boundaries_locality_boundary,17,Alberton,road_node_inside_locality,3830205,-27.7075430,153.2662231,625.7
qld_locality_4471,Albinia,QLD,Central Highlands Regional,-24.4466922,148.4166271,0,locality_road_representative_point,4471,1069.655886,qld_admin_boundaries_locality_boundary,18,Albinia,road_node_inside_locality,1352400,-24.4459630,148.4027448,1547.9
qld_locality_30,Albion,QLD,Brisbane City,-27.4331301,153.0443651,0,locality_road_representative_point,30,1.358171,qld_admin_boundaries_locality_boundary,19,Albion,road_node_inside_locality,3521731,-27.4333370,153.0442696,28.0
qld_locality_5309,Albion,QLD,Richmond Shire,-21.3930014,142.6260666,0,locality_road_representative_point,5309,5537.913152,qld_admin_boundaries_locality_boundary,20,Albion,road_node_inside_locality,519079,-21.3277566,142.6477623,8164.1
qld_locality_33,Alderley,QLD,Brisbane City,-27.4253125,153.0006244,0,locality_road_representative_point,33,2.528528,qld_admin_boundaries_locality_boundary,21,Alderley,road_node_inside_locality,3195562,-27.4251810,153.0006770,17.5
qld_locality_34,Aldershot,QLD,Fraser Coast Regional,-25.4634699,152.6672372,0,locality_road_representative_point,34,21.31234,qld_admin_boundaries_locality_boundary,22,Aldershot,road_node_inside_locality,2251145,-25.4623126,152.6682284,180.4
qld_locality_36,Aldoga,QLD,Gladstone Regional,-23.8449004,151.0819459,0,locality_road_representative_point,36,82.151335,qld_admin_boundaries_locality_boundary,59,Aldoga,road_node_inside_locality,913129,-23.8447971,151.0739807,886.8
qld_locality_4687,Alexandra,QLD,Mackay Regional,-21.1624258,149.0948056,0,locality_road_representative_point,4687,7.477449,qld_admin_boundaries_locality_boundary,62,Alexandra,road_node_inside_locality,1432211,-21.1624775,149.0957237,102.4
qld_locality_37,Alexandra Headland,QLD,Sunshine Coast Regional,-26.6701350,153.1011194,0,locality_road_representative_point,37,1.5529650000000002,qld_admin_boundaries_locality_boundary,60,Alexandra Headland,road_node_inside_locality,3405016,-26.6696418,153.1017834,96.1
qld_locality_39,Alexandra Hills,QLD,Redland City,-27.5391671,153.2278088,0,locality_road_representative_point,39,13.658845,qld_admin_boundaries_locality_boundary,61,Alexandra Hills,road_node_inside_locality,3131517,-27.5391651,153.2280675,28.8
qld_locality_40,Algester,QLD,Brisbane City,-27.6127834,153.0330272,0,locality_road_representative_point,40,3.6348710000000004,qld_admin_boundaries_locality_boundary,63,Algester,road_node_inside_locality,3107202,-27.6130831,153.0323965,79.7
qld_locality_42,Alice Creek,QLD,South Burnett Regional,-26.7601261,151.6272160,0,locality_road_representative_point,42,88.14712899999999,qld_admin_boundaries_locality_boundary,64,Alice Creek,road_node_inside_locality,1808363,-26.7633333,151.6168507,1221.2
qld_locality_5613,Alice River,QLD,Townsville City,-19.3453449,146.6160347,0,locality_road_representative_point,5613,39.8004,qld_admin_boundaries_locality_boundary,65,Alice River,road_node_inside_locality,747805,-19.3502234,146.6192233,676.2
qld_locality_5451,Allan,QLD,Southern Downs Regional,-28.1996431,151.9518174,0,locality_road_representative_point,5451,8.74237,qld_admin_boundaries_locality_boundary,66,Allan,road_node_inside_locality,2261936,-28.1973325,151.9503438,334.8
qld_locality_4060,Allandale,QLD,Scenic Rim Regional,-27.9959687,152.7470361,0,locality_road_representative_point,4060,48.776493,qld_admin_boundaries_locality_boundary,67,Allandale,road_node_inside_locality,2571340,-28.0059348,152.7565711,1644.8
qld_locality_48,Allenstown,QLD,Rockhampton Regional,-23.3955945,150.5056695,0,locality_road_representative_point,48,2.2305110000000004,qld_admin_boundaries_locality_boundary,68,Allenstown,road_node_inside_locality,1402251,-23.3959202,150.5055237,42.7
qld_locality_3919,Allenview,QLD,Scenic Rim Regional,-27.9095498,152.9281880,0,locality_road_representative_point,3919,43.595257,qld_admin_boundaries_locality_boundary,69,Allenview,road_node_inside_locality,2499622,-27.9117552,152.9160291,1381.7
qld_locality_4426,Alligator Creek,QLD,Mackay Regional,-21.3056573,149.2280531,0,locality_road_representative_point,4426,74.650291,qld_admin_boundaries_locality_boundary,70,Alligator Creek,road_node_inside_locality,1009427,-21.3073107,149.2267966,242.1
qld_locality_5614,Alligator Creek,QLD,Townsville City,-19.4135623,146.9358489,0,locality_road_representative_point,5614,49.377108,qld_admin_boundaries_locality_boundary,71,Alligator Creek,road_node_inside_locality,741572,-19.4143721,146.9289310,776.0
qld_locality_53,Allora,QLD,Southern Downs Regional,-28.0149952,151.9865743,0,locality_road_representative_point,53,95.97758900000001,qld_admin_boundaries_locality_boundary,72,Allora,road_node_inside_locality,2560137,-28.0175243,151.9870197,322.7
qld_locality_54,Alloway,QLD,Bundaberg Regional,-24.9522786,152.3621310,0,locality_road_representative_point,54,72.791851,qld_admin_boundaries_locality_boundary,73,Alloway,road_node_inside_locality,951232,-24.9533801,152.3629525,163.3
qld_locality_56,Almaden,QLD,Mareeba Shire,-17.4348227,144.6427079,0,locality_road_representative_point,56,792.183173,qld_admin_boundaries_locality_boundary,74,Almaden,road_node_inside_locality,176064,-17.4327692,144.6469401,528.5
qld_locality_57,Aloomba,QLD,Cairns Regional,-17.1394670,145.8642290,0,locality_road_representative_point,57,110.83246000000001,qld_admin_boundaries_locality_boundary,75,Aloomba,road_node_inside_locality,291162,-17.1376086,145.8631998,244.9
qld_locality_58,Alpha,QLD,Barcaldine Regional,-23.5618333,146.8141759,0,locality_road_representative_point,58,12605.264324000002,qld_admin_boundaries_locality_boundary,76,Alpha,road_node_inside_locality,794369,-23.5252308,146.7533249,8101.8
qld_locality_5001,Alsace,QLD,Central Highlands Regional,-23.2730480,149.3511923,0,locality_road_representative_point,5001,352.78731600000003,qld_admin_boundaries_locality_boundary,77,Alsace,road_node_inside_locality,1074997,-23.2874322,149.2911338,6909.2
qld_locality_5373,Alton Downs,QLD,Rockhampton Regional,-23.3187741,150.3723084,0,locality_road_representative_point,5373,177.08465999999999,qld_admin_boundaries_locality_boundary,78,Alton Downs,road_node_inside_locality,1067587,-23.3135440,150.3727839,636.2
qld_locality_59,Alva,QLD,Burdekin Shire,-19.4507540,147.4804013,0,locality_road_representative_point,59,125.12588,qld_admin_boundaries_locality_boundary,79,Alva,road_node_inside_locality,746705,-19.4108880,147.4596573,5241.9
qld_locality_3425,Amamoor,QLD,Gympie Regional,-26.3441373,152.6781872,0,locality_road_representative_point,3425,34.531803,qld_admin_boundaries_locality_boundary,81,Amamoor,road_node_inside_locality,1988067,-26.3459391,152.6803972,332.6
qld_locality_4487,Amamoor Creek,QLD,Gympie Regional,-26.3835965,152.5077998,0,locality_road_representative_point,4487,168.874581,qld_admin_boundaries_locality_boundary,80,Amamoor Creek,road_node_inside_locality,1878980,-26.3760975,152.5232669,1957.8
qld_locality_5263,Amaroo,QLD,Boulia Shire,-23.0342585,139.2799698,0,locality_road_representative_point,5263,7268.014423,qld_admin_boundaries_locality_boundary,82,Amaroo,road_node_inside_locality,471062,-23.1672108,139.3432599,17565.2
qld_locality_4656,Amaroo,QLD,Diamantina Shire,-23.5723538,139.1319246,0,locality_representative_point,4656,2063.438904,qld_admin_boundaries_locality_boundary,83,Amaroo,official_representative_point_no_graph_node_inside_locality,,-23.5723538,139.1319246,
qld_locality_62,Amber,QLD,Mareeba Shire,-17.6441958,144.3102586,0,locality_road_representative_point,62,1032.903976,qld_admin_boundaries_locality_boundary,84,Amber,road_node_inside_locality,370992,-17.6790228,144.2934520,4478.2
qld_locality_3587,Amberley,QLD,Ipswich City,-27.6319140,152.6998124,0,locality_road_representative_point,3587,26.1174,qld_admin_boundaries_locality_boundary,85,Amberley,road_node_inside_locality,2449455,-27.6304066,152.6980107,275.9
qld_locality_63,Ambrose,QLD,Gladstone Regional,-23.8178127,150.8818082,0,locality_road_representative_point,63,63.050323,qld_admin_boundaries_locality_boundary,36,Ambrose,road_node_inside_locality,917518,-23.8113307,150.8845580,846.0
qld_locality_64,Amby,QLD,Maranoa Regional,-26.5322626,148.1855679,0,locality_road_representative_point,64,198.96748,qld_admin_boundaries_locality_boundary,37,Amby,road_node_inside_locality,980965,-26.5357229,148.1722866,1539.9
qld_locality_65,Amiens,QLD,Southern Downs Regional,-28.5976350,151.8151731,0,locality_road_representative_point,65,51.906577,qld_admin_boundaries_locality_boundary,38,Amiens,road_node_inside_locality,2291513,-28.5979636,151.8175442,267.2
qld_locality_66,Amity,QLD,Redland City,-27.3996441,153.4442639,0,locality_road_representative_point,66,5.819223,qld_admin_boundaries_locality_boundary,1,Amity,road_node_inside_locality,3529197,-27.4000581,153.4506198,709.4
qld_locality_5805,Anakie Siding,QLD,Central Highlands Regional,-23.5476569,147.8271076,0,locality_road_representative_point,5805,574.4090209999999,qld_admin_boundaries_locality_boundary,2,Anakie Siding,road_node_inside_locality,967111,-23.5778632,147.8171470,3832.3
qld_locality_71,Andergrove,QLD,Mackay Regional,-21.0923554,149.1859022,0,locality_road_representative_point,71,8.452150999999999,qld_admin_boundaries_locality_boundary,3,Andergrove,road_node_inside_locality,896780,-21.0927382,149.1857039,50.7
qld_locality_4221,Anderleigh,QLD,Gympie Regional,-26.0122260,152.6820096,0,locality_road_representative_point,4221,47.800892000000005,qld_admin_boundaries_locality_boundary,4,Anderleigh,road_node_inside_locality,1932337,-26.0174055,152.6790077,723.4
qld_locality_74,Andromache,QLD,Whitsunday Regional,-20.5804270,148.4501946,0,locality_road_representative_point,74,423.129172,qld_admin_boundaries_locality_boundary,5,Andromache,road_node_inside_locality,837356,-20.5942602,148.4251114,3240.8
qld_locality_75,Anduramba,QLD,Toowoomba Regional,-27.0738964,152.0901095,0,locality_road_representative_point,75,283.60922,qld_admin_boundaries_locality_boundary,6,Anduramba,road_node_inside_locality,1827895,-27.0776896,152.1091973,2177.1
qld_locality_5615,Annandale,QLD,Townsville City,-19.3089106,146.7836154,0,locality_road_representative_point,5615,6.7781270000000005,qld_admin_boundaries_locality_boundary,7,Annandale,road_node_inside_locality,57049,-19.3093968,146.7837656,59.7
qld_locality_78,Annerley,QLD,Brisbane City,-27.5127091,153.0328518,0,locality_road_representative_point,78,2.802418,qld_admin_boundaries_locality_boundary,8,Annerley,road_node_inside_locality,3169605,-27.5128152,153.0325387,37.3
qld_locality_79,Anstead,QLD,Brisbane City,-27.5371126,152.8664678,0,locality_road_representative_point,79,14.283744,qld_admin_boundaries_locality_boundary,56,Anstead,road_node_inside_locality,2520137,-27.5380689,152.8666802,122.4
qld_locality_4061,Anthony,QLD,Scenic Rim Regional,-27.8780999,152.6840632,0,locality_road_representative_point,4061,13.833212999999999,qld_admin_boundaries_locality_boundary,57,Anthony,road_node_inside_locality,2569417,-27.8808882,152.6883003,588.0
qld_locality_4222,Antigua,QLD,Fraser Coast Regional,-25.6342087,152.5930899,0,locality_road_representative_point,4222,17.169773,qld_admin_boundaries_locality_boundary,58,Antigua,road_node_inside_locality,1935829,-25.6356837,152.5913621,264.9
qld_locality_3350,Apple Tree Creek,QLD,Bundaberg Regional,-25.2322290,152.2247044,0,locality_road_representative_point,3350,23.721154,qld_admin_boundaries_locality_boundary,39,Apple Tree Creek,road_node_inside_locality,2184272,-25.2335191,152.2227270,271.4
qld_locality_82,Applethorpe,QLD,Southern Downs Regional,-28.6183287,151.9377261,0,locality_road_representative_point,82,46.688128,qld_admin_boundaries_locality_boundary,40,Applethorpe,road_node_inside_locality,2304247,-28.6158250,151.9356042,395.7
qld_locality_5677,Arafura Sea,QLD,Cook Shire,-11.1512683,141.2530337,0,locality_representative_point,5677,1869.045826,qld_admin_boundaries_locality_boundary,41,Arafura Sea,official_representative_point_no_graph_node_inside_locality,,-11.1512683,141.2530337,
qld_locality_5675,Arafura Sea,QLD,Torres Shire,-10.4690320,141.4471862,0,locality_representative_point,5675,9640.627714999999,qld_admin_boundaries_locality_boundary,42,Arafura Sea,official_representative_point_no_graph_node_inside_locality,,-10.4690320,141.4471862,
qld_locality_4488,Araluen,QLD,Gympie Regional,-26.1569442,152.6622030,0,locality_road_representative_point,4488,5.841056,qld_admin_boundaries_locality_boundary,43,Araluen,road_node_inside_locality,1920875,-26.1584039,152.6597336,329.2
qld_locality_83,Aramac,QLD,Barcaldine Regional,-22.4143888,145.4819674,0,locality_road_representative_point,83,15247.390742,qld_admin_boundaries_locality_boundary,44,Aramac,road_node_inside_locality,528905,-22.4575470,145.4775388,5221.1
qld_locality_84,Aramara,QLD,Fraser Coast Regional,-25.5904801,152.3765379,0,locality_road_representative_point,84,77.201814,qld_admin_boundaries_locality_boundary,45,Aramara,road_node_inside_locality,2192111,-25.6009829,152.3570720,2525.1
qld_locality_85,Arana Hills,QLD,Moreton Bay City,-27.3947988,152.9539584,0,locality_road_representative_point,85,3.7091930000000004,qld_admin_boundaries_locality_boundary,46,Arana Hills,road_node_inside_locality,2074514,-27.3946530,152.9535012,54.1
qld_locality_86,Aranbanga,QLD,North Burnett Regional,-25.8084530,151.6090397,0,locality_road_representative_point,86,221.703485,qld_admin_boundaries_locality_boundary,47,Aranbanga,road_node_inside_locality,1763846,-25.8130912,151.6578501,5463.7
qld_locality_4062,Aratula,QLD,Scenic Rim Regional,-27.9858137,152.5383881,0,locality_road_representative_point,4062,26.248943,qld_admin_boundaries_locality_boundary,48,Aratula,road_node_inside_locality,2404306,-27.9843283,152.5382453,187.9
qld_locality_4974,Arbouin,QLD,Mareeba Shire,-17.0218270,143.9355165,0,locality_road_representative_point,4974,1061.242667,qld_admin_boundaries_locality_boundary,49,Arbouin,road_node_inside_locality,347731,-17.1036905,144.0200704,13396.5
qld_locality_91,Arcadia,QLD,Townsville City,-19.1481358,146.8620041,0,locality_road_representative_point,91,5.807028000000001,qld_admin_boundaries_locality_boundary,51,Arcadia,road_node_inside_locality,1443154,-19.1432943,146.8595740,631.4
qld_locality_4472,Arcadia Valley,QLD,Central Highlands Regional,-24.9706000,148.7369865,0,locality_road_representative_point,4472,2118.042683,qld_admin_boundaries_locality_boundary,50,Arcadia Valley,road_node_inside_locality,982812,-25.0139625,148.7426979,5363.6
qld_locality_4930,Archer River,QLD,Cook Shire,-13.2871175,142.8443724,0,locality_road_representative_point,4930,9379.227469,qld_admin_boundaries_locality_boundary,52,Archer River,road_node_inside_locality,326508,-13.3533678,142.5931226,28977.6
qld_locality_93,Archerfield,QLD,Brisbane City,-27.5685207,153.0143568,0,locality_road_representative_point,93,4.363734999999999,qld_admin_boundaries_locality_boundary,53,Archerfield,road_node_inside_locality,3875977,-27.5672248,153.0103911,470.5
qld_locality_4473,Arcturus,QLD,Central Highlands Regional,-23.9759408,148.3515514,0,locality_road_representative_point,4473,1205.9799500000001,qld_admin_boundaries_locality_boundary,54,Arcturus,road_node_inside_locality,808419,-23.9753456,148.3268195,2754.1
qld_locality_5173,Argyll,QLD,Central Highlands Regional,-23.2361730,147.5613723,0,locality_road_representative_point,5173,629.1045270000001,qld_admin_boundaries_locality_boundary,119,Argyll,road_node_inside_locality,1356661,-23.2529363,147.5440268,2802.3
qld_locality_97,Armstrong Beach,QLD,Mackay Regional,-21.4447430,149.2757919,0,locality_road_representative_point,97,21.370481,qld_admin_boundaries_locality_boundary,120,Armstrong Beach,road_node_inside_locality,1007166,-21.4448418,149.2682407,840.7
qld_locality_98,Armstrong Creek,QLD,Moreton Bay City,-27.2285902,152.7890559,0,locality_road_representative_point,98,24.588044,qld_admin_boundaries_locality_boundary,121,Armstrong Creek,road_node_inside_locality,1946465,-27.2283768,152.7951525,679.2
qld_locality_3971,Aroona,QLD,Sunshine Coast Regional,-26.7823585,153.1157151,0,locality_road_representative_point,3971,1.881081,qld_admin_boundaries_locality_boundary,122,Aroona,road_node_inside_locality,3379408,-26.7824519,153.1159994,33.7
qld_locality_4975,Arriga,QLD,Mareeba Shire,-17.0971338,145.3509632,0,locality_road_representative_point,4975,205.696807,qld_admin_boundaries_locality_boundary,123,Arriga,road_node_inside_locality,182391,-17.0977282,145.3272518,2640.5
qld_locality_102,Arundel,QLD,Gold Coast City,-27.9401406,153.3641197,0,locality_road_representative_point,102,10.336643,qld_admin_boundaries_locality_boundary,124,Arundel,road_node_inside_locality,2965851,-27.9403947,153.3643183,38.9
qld_locality_103,Ascot,QLD,Brisbane City,-27.4300656,153.0635965,0,locality_road_representative_point,103,2.762454,qld_admin_boundaries_locality_boundary,125,Ascot,road_node_inside_locality,3535136,-27.4296850,153.0638796,57.2
qld_locality_4134,Ascot,QLD,Toowoomba Regional,-27.8298140,151.9982619,0,locality_road_representative_point,4134,33.235587,qld_admin_boundaries_locality_boundary,126,Ascot,road_node_inside_locality,2562534,-27.8279677,151.9986863,237.2
qld_locality_5143,Ashfield,QLD,Bundaberg Regional,-24.8718728,152.3973137,0,locality_road_representative_point,5143,4.898085999999999,qld_admin_boundaries_locality_boundary,127,Ashfield,road_node_inside_locality,955032,-24.8723625,152.3977422,76.7
qld_locality_104,Ashgrove,QLD,Brisbane City,-27.4429106,152.9829197,0,locality_road_representative_point,104,5.863325,qld_admin_boundaries_locality_boundary,128,Ashgrove,road_node_inside_locality,1659684,-27.4429905,152.9827925,17.4
qld_locality_105,Ashmore,QLD,Gold Coast City,-27.9872441,153.3720841,0,locality_road_representative_point,105,6.847388,qld_admin_boundaries_locality_boundary,129,Ashmore,road_node_inside_locality,2940938,-27.9878777,153.3723220,84.1
qld_locality_5193,Ashwell,QLD,Ipswich City,-27.6199203,152.5559072,0,locality_road_representative_point,5193,7.532018,qld_admin_boundaries_locality_boundary,130,Ashwell,road_node_inside_locality,2444802,-27.6247308,152.5526733,703.5
qld_locality_106,Aspley,QLD,Brisbane City,-27.3657058,153.0170816,0,locality_road_representative_point,106,6.4880580000000005,qld_admin_boundaries_locality_boundary,131,Aspley,road_node_inside_locality,3238708,-27.3656924,153.0169606,13.6
qld_locality_107,Atherton,QLD,Tablelands Regional,-17.2705655,145.4824230,0,locality_road_representative_point,107,94.141224,qld_admin_boundaries_locality_boundary,132,Atherton,road_node_inside_locality,213053,-17.2700866,145.4819223,78.9
qld_locality_5115,Athol,QLD,Toowoomba Regional,-27.6154845,151.7752471,0,locality_road_representative_point,5115,26.510045,qld_admin_boundaries_locality_boundary,133,Athol,road_node_inside_locality,2342726,-27.6126169,151.7692832,755.3
qld_locality_111,Atkinsons Dam,QLD,Somerset Regional,-27.4137515,152.4307279,0,locality_road_representative_point,111,26.671944,qld_admin_boundaries_locality_boundary,134,Atkinsons Dam,road_node_inside_locality,1910164,-27.4137077,152.4260390,522.0
qld_locality_113,Aubigny,QLD,Toowoomba Regional,-27.5038981,151.6635723,0,locality_road_representative_point,113,57.395545999999996,qld_admin_boundaries_locality_boundary,135,Aubigny,road_node_inside_locality,1717273,-27.5094056,151.6659690,740.9
qld_locality_115,Auburn,QLD,Western Downs Regional,-26.0287956,150.4730022,0,locality_road_representative_point,115,1157.7650970000002,qld_admin_boundaries_locality_boundary,136,Auburn,road_node_inside_locality,1176921,-25.9873779,150.4891513,5436.0
qld_locality_3541,Auchenflower,QLD,Brisbane City,-27.4745128,152.9951896,0,locality_road_representative_point,3541,1.4986100000000002,qld_admin_boundaries_locality_boundary,137,Auchenflower,road_node_inside_locality,3200663,-27.4746174,152.9949435,30.4
qld_locality_118,Augathella,QLD,Murweh Shire,-25.7982225,146.5877491,0,locality_road_representative_point,118,1459.050516,qld_admin_boundaries_locality_boundary,55,Augathella,road_node_inside_locality,801709,-25.7991228,146.5885987,146.1
qld_locality_5680,Augustine Heights,QLD,Ipswich City,-27.6610925,152.8787302,0,locality_road_representative_point,5680,5.1381499999999996,qld_admin_boundaries_locality_boundary,106,Augustine Heights,road_node_inside_locality,2531385,-27.6605538,152.8792439,88.6
qld_locality_121,Aurukun,QLD,Aurukun Shire,-13.7052254,141.6192512,0,locality_road_representative_point,121,7407.634426,qld_admin_boundaries_locality_boundary,107,Aurukun,road_node_inside_locality,308308,-13.6020674,141.7706817,20586.8
qld_locality_120,Aurukun,QLD,Cook Shire,-12.5645927,142.1508962,0,locality_representative_point,120,6.2690980000000005,qld_admin_boundaries_locality_boundary,108,Aurukun,official_representative_point_no_graph_node_inside_locality,,-12.5645927,142.1508962,
qld_locality_122,Austinville,QLD,Gold Coast City,-28.1566170,153.3131545,0,locality_road_representative_point,122,21.323763,qld_admin_boundaries_locality_boundary,109,Austinville,road_node_inside_locality,2829089,-28.1570460,153.3124674,93.7
qld_locality_124,Avenell Heights,QLD,Bundaberg Regional,-24.8898392,152.3657247,0,locality_road_representative_point,124,3.034271,qld_admin_boundaries_locality_boundary,110,Avenell Heights,road_node_inside_locality,957244,-24.8897729,152.3655114,25.1
qld_locality_5119,Avoca,QLD,Bundaberg Regional,-24.8810660,152.3070315,0,locality_road_representative_point,5119,5.9804010000000005,qld_admin_boundaries_locality_boundary,112,Avoca,road_node_inside_locality,939543,-24.8812042,152.3066734,43.3
