place_id,name,state,lga,lat,lon,is_hub,place_type,loc_code,area_sqkm,source,source_objectid,official_name_raw,point_method,graph_node,official_centre_lat,official_centre_lon,roadpoint_offset_m
qld_locality_5041,Dromedary,QLD,Central Highlands Regional,-24.5712998,149.1792603,0,locality_road_representative_point,5041,341.800498,qld_admin_boundaries_locality_boundary,803,Dromedary,road_node_inside_locality,1228265,-24.5859246,149.1466197,4050.6
qld_locality_852,Duaringa,QLD,Central Highlands Regional,-23.7059794,149.6782263,0,locality_road_representative_point,852,603.942276,qld_admin_boundaries_locality_boundary,804,Duaringa,road_node_inside_locality,1358064,-23.6947828,149.6804163,1382.9
qld_locality_5599,Duaringa,QLD,Woorabinda Aboriginal Shire,-23.6539234,149.7479786,0,locality_representative_point,5599,21.724103,qld_admin_boundaries_locality_boundary,1200,Duaringa,official_representative_point_no_graph_node_inside_locality,,-23.6539234,149.7479786,
qld_locality_3768,Duchess,QLD,Cloncurry Shire,-21.2621663,139.7241737,0,locality_road_representative_point,3768,3607.855721,qld_admin_boundaries_locality_boundary,1201,Duchess,road_node_inside_locality,401502,-21.2558614,139.7791242,6163.2
qld_locality_4208,Duckinwilla,QLD,Fraser Coast Regional,-25.4039015,152.5326891,0,locality_road_representative_point,4208,321.28256300000004,qld_admin_boundaries_locality_boundary,1202,Duckinwilla,road_node_inside_locality,2192677,-25.4038727,152.5221929,1168.4
qld_locality_857,Ducklo,QLD,Western Downs Regional,-27.2726238,151.0358666,0,locality_road_representative_point,857,271.85458,qld_admin_boundaries_locality_boundary,1223,Ducklo,road_node_inside_locality,1675758,-27.2713980,151.0376538,251.3
qld_locality_4071,Dugandan,QLD,Scenic Rim Regional,-28.0181400,152.6655356,0,locality_road_representative_point,4071,14.507814999999999,qld_admin_boundaries_locality_boundary,1224,Dugandan,road_node_inside_locality,2602426,-28.0212412,152.6650853,394.3
qld_locality_4370,Duingal,QLD,Bundaberg Regional,-25.0965711,152.0366889,0,locality_road_representative_point,4370,122.594886,qld_admin_boundaries_locality_boundary,1225,Duingal,road_node_inside_locality,1745614,-25.1022002,152.0538834,2035.3
qld_locality_3244,Dulacca,QLD,Western Downs Regional,-26.7048584,149.7627717,0,locality_road_representative_point,3244,438.778976,qld_admin_boundaries_locality_boundary,827,Dulacca,road_node_inside_locality,1169688,-26.6962131,149.7721727,1501.9
qld_locality_3784,Dulong,QLD,Sunshine Coast Regional,-26.6409331,152.8967953,0,locality_road_representative_point,3784,11.207563,qld_admin_boundaries_locality_boundary,828,Dulong,road_node_inside_locality,2215523,-26.6429944,152.8953626,302.2
qld_locality_3453,Dululu,QLD,Banana Shire,-23.8501639,150.2672856,0,locality_road_representative_point,3453,146.583733,qld_admin_boundaries_locality_boundary,829,Dululu,road_node_inside_locality,1240313,-23.8463372,150.2766992,1146.8
qld_locality_4727,Dumbleton,QLD,Mackay Regional,-21.1356687,149.0797801,0,locality_road_representative_point,4727,12.550795,qld_admin_boundaries_locality_boundary,899,Dumbleton,road_node_inside_locality,1376215,-21.1303284,149.0736556,933.3
qld_locality_3466,Dumgree,QLD,Banana Shire,-24.2117354,150.6842314,0,locality_road_representative_point,3466,784.600609,qld_admin_boundaries_locality_boundary,900,Dumgree,road_node_inside_locality,903420,-24.1941230,150.6653889,3003.4
qld_locality_4769,Dumpy Creek,QLD,Banana Shire,-23.9855601,149.9703599,0,locality_road_representative_point,4769,293.908847,qld_admin_boundaries_locality_boundary,901,Dumpy Creek,road_node_inside_locality,1237743,-24.0030407,149.9840704,2620.4
qld_locality_4561,Dundarrah,QLD,North Burnett Regional,-25.6516262,151.9136077,0,locality_road_representative_point,4561,33.074157,qld_admin_boundaries_locality_boundary,929,Dundarrah,road_node_inside_locality,2171070,-25.6597032,151.9291321,1995.4
qld_locality_4434,Dundas,QLD,Somerset Regional,-27.2606668,152.6460278,0,locality_road_representative_point,4434,123.37285,qld_admin_boundaries_locality_boundary,930,Dundas,road_node_inside_locality,1918414,-27.2809344,152.6543803,2703.2
qld_locality_4209,Dundathu,QLD,Fraser Coast Regional,-25.4697086,152.7218567,0,locality_road_representative_point,4209,10.338405,qld_admin_boundaries_locality_boundary,1016,Dundathu,road_node_inside_locality,2251414,-25.4710759,152.7028207,2125.8
qld_locality_862,Dundowran,QLD,Fraser Coast Regional,-25.2949130,152.7662119,0,locality_road_representative_point,862,12.194382000000001,qld_admin_boundaries_locality_boundary,1134,Dundowran,road_node_inside_locality,1428246,-25.2964707,152.7745515,948.0
qld_locality_4210,Dundowran Beach,QLD,Fraser Coast Regional,-25.2717884,152.7630478,0,locality_road_representative_point,4210,13.190488,qld_admin_boundaries_locality_boundary,1048,Dundowran Beach,road_node_inside_locality,1504214,-25.2725699,152.7626644,105.2
qld_locality_4861,Dunk,QLD,Cassowary Coast Regional,-17.9428013,146.1442869,0,locality_road_representative_point,4861,154.88826500000002,qld_admin_boundaries_locality_boundary,1135,Dunk,road_node_inside_locality,254822,-17.9897109,146.1583743,5709.2
qld_locality_868,Dunkeld,QLD,Maranoa Regional,-27.1671307,148.0798365,0,locality_road_representative_point,868,2676.743308,qld_admin_boundaries_locality_boundary,1136,Dunkeld,road_node_inside_locality,1117414,-27.1599597,148.0745549,1072.7
qld_locality_4273,Dunmora,QLD,Fraser Coast Regional,-25.5068365,152.5391012,0,locality_road_representative_point,4273,85.15507,qld_admin_boundaries_locality_boundary,1137,Dunmora,road_node_inside_locality,2187708,-25.5057117,152.5392197,139.4
qld_locality_869,Dunmore,QLD,Toowoomba Regional,-27.6563339,150.9168723,0,locality_road_representative_point,869,509.928028,qld_admin_boundaries_locality_boundary,902,Dunmore,road_node_inside_locality,1620822,-27.6677781,150.9656745,5619.8
qld_locality_871,Dunnrock,QLD,Mackay Regional,-21.2708013,149.1852943,0,locality_road_representative_point,871,11.194844000000002,qld_admin_boundaries_locality_boundary,903,Dunnrock,road_node_inside_locality,1009125,-21.2679812,149.1842986,354.6
qld_locality_875,Dunwich,QLD,Redland City,-27.4982067,153.4043544,0,locality_road_representative_point,875,2.270812,qld_admin_boundaries_locality_boundary,979,Dunwich,road_node_inside_locality,3479790,-27.4983606,153.4049388,67.9
qld_locality_876,Durack,QLD,Brisbane City,-27.5908583,152.9859666,0,locality_road_representative_point,876,4.027735,qld_admin_boundaries_locality_boundary,980,Durack,road_node_inside_locality,3854047,-27.5905987,152.9861999,41.7
qld_locality_5218,Durah,QLD,Western Downs Regional,-26.3748918,150.9384621,0,locality_road_representative_point,5218,418.960328,qld_admin_boundaries_locality_boundary,993,Durah,road_node_inside_locality,1094888,-26.3142758,150.9368047,7532.0
qld_locality_5542,Durham,QLD,Bulloo Shire,-27.3472904,141.9159123,0,locality_road_representative_point,5542,18789.391792,qld_admin_boundaries_locality_boundary,995,Durham,road_node_inside_locality,495342,-27.3726092,141.8989793,3691.1
qld_locality_5421,Durham Downs,QLD,Maranoa Regional,-26.0925068,149.0673763,0,locality_road_representative_point,5421,796.188267,qld_admin_boundaries_locality_boundary,994,Durham Downs,road_node_inside_locality,987788,-26.1221054,149.0827532,4048.9
qld_locality_878,Durong,QLD,South Burnett Regional,-26.3951510,151.2436265,0,locality_road_representative_point,878,498.309533,qld_admin_boundaries_locality_boundary,996,Durong,road_node_inside_locality,1685892,-26.3928069,151.2431928,295.3
qld_locality_880,Dutton Park,QLD,Brisbane City,-27.4943084,153.0254114,0,locality_road_representative_point,880,1.074623,qld_admin_boundaries_locality_boundary,997,Dutton Park,road_node_inside_locality,3206001,-27.4946662,153.0256916,54.7
qld_locality_3731,Dutton River,QLD,Flinders Shire,-20.4194783,143.9055817,0,locality_road_representative_point,3731,3742.9030449999996,qld_admin_boundaries_locality_boundary,998,Dutton River,road_node_inside_locality,416639,-20.3116711,143.8927021,12881.3
qld_locality_881,Dykehead,QLD,North Burnett Regional,-25.6592034,151.0653943,0,locality_road_representative_point,881,324.684321,qld_admin_boundaries_locality_boundary,1059,Dykehead,road_node_inside_locality,1097964,-25.6477392,151.0516506,2084.5
qld_locality_882,Dysart,QLD,Isaac Regional,-22.4972207,148.3393443,0,locality_road_representative_point,882,3459.513485,qld_admin_boundaries_locality_boundary,1060,Dysart,road_node_inside_locality,1464555,-22.5265447,148.3173114,4301.4
qld_locality_883,Eagle Farm,QLD,Brisbane City,-27.4310301,153.0890161,0,locality_road_representative_point,883,5.834302,qld_admin_boundaries_locality_boundary,1061,Eagle Farm,road_node_inside_locality,3648980,-27.4316178,153.0899272,125.4
qld_locality_887,Eagleby,QLD,Logan City,-27.7032188,153.2176898,0,locality_road_representative_point,887,13.757975,qld_admin_boundaries_locality_boundary,1062,Eagleby,road_node_inside_locality,3069759,-27.7030065,153.2181426,57.0
qld_locality_4416,Eaglefield,QLD,Isaac Regional,-21.4962872,147.6928023,0,locality_road_representative_point,4416,535.902092,qld_admin_boundaries_locality_boundary,1063,Eaglefield,road_node_inside_locality,760841,-21.4926400,147.7863608,10424.0
qld_locality_888,Earlville,QLD,Cairns Regional,-16.9461068,145.7267196,0,locality_road_representative_point,888,3.548429,qld_admin_boundaries_locality_boundary,1064,Earlville,road_node_inside_locality,125956,-16.9462457,145.7270418,39.3
qld_locality_4450,East Barron,QLD,Tablelands Regional,-17.3003032,145.5443621,0,locality_road_representative_point,4450,39.989895000000004,qld_admin_boundaries_locality_boundary,1065,East Barron,road_node_inside_locality,211972,-17.3009908,145.5453747,138.3
qld_locality_891,East Brisbane,QLD,Brisbane City,-27.4838297,153.0459173,0,locality_road_representative_point,891,1.9648269999999999,qld_admin_boundaries_locality_boundary,1066,East Brisbane,road_node_inside_locality,3164711,-27.4831169,153.0464160,105.3
qld_locality_5496,East Cooyar,QLD,Toowoomba Regional,-27.0323511,151.8713951,0,locality_road_representative_point,5496,37.400123,qld_admin_boundaries_locality_boundary,1087,East Cooyar,road_node_inside_locality,1829178,-27.0314054,151.8721649,146.0
qld_locality_4888,East Creek,QLD,Croydon Shire,-19.1015348,141.6953905,0,locality_representative_point,4888,384.75647,qld_admin_boundaries_locality_boundary,1472,East Creek,official_representative_point_no_graph_node_inside_locality,,-19.1015348,141.6953905,
qld_locality_4505,East Deep Creek,QLD,Gympie Regional,-26.1966641,152.7153926,0,locality_road_representative_point,4505,18.566957000000002,qld_admin_boundaries_locality_boundary,1473,East Deep Creek,road_node_inside_locality,1974434,-26.1965160,152.7141750,136.8
qld_locality_5067,East End,QLD,Gladstone Regional,-23.8906187,151.0213179,0,locality_road_representative_point,5067,184.034181,qld_admin_boundaries_locality_boundary,1474,East End,road_node_inside_locality,1403441,-23.9040088,151.0073871,2250.1
qld_locality_4862,East Feluga,QLD,Cassowary Coast Regional,-17.8980984,146.0088554,0,locality_road_representative_point,4862,22.733949,qld_admin_boundaries_locality_boundary,1346,East Feluga,road_node_inside_locality,248302,-17.8947473,145.9984832,1219.4
qld_locality_5702,East Greenmount,QLD,Toowoomba Regional,-27.7675684,151.9520354,0,locality_road_representative_point,5702,42.638139,qld_admin_boundaries_locality_boundary,1347,East Greenmount,road_node_inside_locality,2268986,-27.7719860,151.9543342,611.9
qld_locality_4620,East Haldon,QLD,Lockyer Valley Regional,-27.8873239,152.2480966,0,locality_road_representative_point,4620,140.83245300000002,qld_admin_boundaries_locality_boundary,1348,East Haldon,road_node_inside_locality,2401676,-27.8926124,152.2787363,3475.2
qld_locality_894,East Innisfail,QLD,Cassowary Coast Regional,-17.5318754,146.0347699,0,locality_road_representative_point,894,1.413854,qld_admin_boundaries_locality_boundary,1349,East Innisfail,road_node_inside_locality,1286078,-17.5320740,146.0352532,58.6
qld_locality_3572,East Ipswich,QLD,Ipswich City,-27.6068058,152.7755477,0,locality_road_representative_point,3572,1.6684590000000001,qld_admin_boundaries_locality_boundary,1500,East Ipswich,road_node_inside_locality,1643840,-27.6064915,152.7760411,67.6
qld_locality_4684,East Mackay,QLD,Mackay Regional,-21.1541664,149.1979432,0,locality_road_representative_point,4684,3.301616,qld_admin_boundaries_locality_boundary,1451,East Mackay,road_node_inside_locality,890770,-21.1541106,149.1977551,22.0
qld_locality_4323,East Nanango,QLD,South Burnett Regional,-26.6789299,152.0588426,0,locality_road_representative_point,4323,59.292709,qld_admin_boundaries_locality_boundary,1452,East Nanango,road_node_inside_locality,1840565,-26.6918113,152.0593024,1605.7
qld_locality_4797,East Palmerston,QLD,Cassowary Coast Regional,-17.5937569,145.8480972,0,locality_road_representative_point,4797,42.043038,qld_admin_boundaries_locality_boundary,1453,East Palmerston,road_node_inside_locality,263248,-17.5946533,145.8476597,115.5
qld_locality_5246,East Russell,QLD,Cairns Regional,-17.2950190,145.9999360,0,locality_road_representative_point,5246,244.64542699999998,qld_admin_boundaries_locality_boundary,1454,East Russell,road_node_inside_locality,270142,-17.2752681,146.0175822,3026.7
qld_locality_3607,East Toowoomba,QLD,Toowoomba Regional,-27.5623745,151.9679319,0,locality_road_representative_point,3607,4.019328000000001,qld_admin_boundaries_locality_boundary,1530,East Toowoomba,road_node_inside_locality,2362644,-27.5622876,151.9674517,54.6
qld_locality_5656,East Trinity,QLD,Cairns Regional,-16.9538724,145.7981573,0,locality_road_representative_point,5656,94.214675,qld_admin_boundaries_locality_boundary,1531,East Trinity,road_node_inside_locality,297581,-16.9347025,145.7961136,2242.4
qld_locality_3131,Eastern Heights,QLD,Ipswich City,-27.6255742,152.7759997,0,locality_road_representative_point,3131,1.696199,qld_admin_boundaries_locality_boundary,1367,Eastern Heights,road_node_inside_locality,1643989,-27.6260322,152.7770026,125.6
qld_locality_4798,Eaton,QLD,Cassowary Coast Regional,-17.5054038,146.0437701,0,locality_road_representative_point,4798,3.235501,qld_admin_boundaries_locality_boundary,1368,Eaton,road_node_inside_locality,1287000,-17.5044746,146.0476195,442.0
qld_locality_898,Eatons Hill,QLD,Moreton Bay City,-27.3404834,152.9373309,0,locality_road_representative_point,898,8.939597000000001,qld_admin_boundaries_locality_boundary,1369,Eatons Hill,road_node_inside_locality,2080383,-27.3409621,152.9384701,140.3
qld_locality_4100,Ebbw Vale,QLD,Ipswich City,-27.6078124,152.8242230,0,locality_road_representative_point,4100,1.347432,qld_admin_boundaries_locality_boundary,1370,Ebbw Vale,road_node_inside_locality,2522702,-27.6085307,152.8248279,112.6
qld_locality_5188,Ebenezer,QLD,Ipswich City,-27.6796427,152.6214160,0,locality_road_representative_point,5188,31.7495,qld_admin_boundaries_locality_boundary,1371,Ebenezer,road_node_inside_locality,2568224,-27.6780984,152.6177865,448.3
qld_locality_902,Edens Landing,QLD,Logan City,-27.7031785,153.1691266,0,locality_road_representative_point,902,2.595102,qld_admin_boundaries_locality_boundary,1121,Edens Landing,road_node_inside_locality,3051826,-27.7032510,153.1691263,9.1
qld_locality_904,Edge Hill,QLD,Cairns Regional,-16.9008810,145.7443244,0,locality_road_representative_point,904,2.607837,qld_admin_boundaries_locality_boundary,1122,Edge Hill,road_node_inside_locality,286844,-16.9006001,145.7444142,34.2
qld_locality_909,Edmonton,QLD,Cairns Regional,-17.0153151,145.7411585,0,locality_road_representative_point,909,20.299166,qld_admin_boundaries_locality_boundary,1123,Edmonton,road_node_inside_locality,260092,-17.0153467,145.7409428,24.3
qld_locality_4927,Edward River,QLD,Cook Shire,-14.7753797,142.1978996,0,locality_road_representative_point,4927,5935.128089,qld_admin_boundaries_locality_boundary,1124,Edward River,road_node_inside_locality,146234,-14.9450491,142.4096163,30615.6
qld_locality_5774,Eerwah Vale,QLD,Noosa Shire,-26.4687703,152.8837919,0,locality_representative_point,5774,0.07859000000000001,qld_admin_boundaries_locality_boundary,1125,Eerwah Vale,official_representative_point_no_graph_node_inside_locality,,-26.4687703,152.8837919,
qld_locality_3785,Eerwah Vale,QLD,Sunshine Coast Regional,-26.4816940,152.9129451,0,locality_road_representative_point,3785,31.458447,qld_admin_boundaries_locality_boundary,1155,Eerwah Vale,road_node_inside_locality,2204984,-26.4780862,152.9095461,586.9
qld_locality_4621,Egypt,QLD,Lockyer Valley Regional,-27.6904165,152.0786202,0,locality_road_representative_point,4621,14.778569,qld_admin_boundaries_locality_boundary,790,Egypt,road_node_inside_locality,2565503,-27.6767140,152.0984109,2796.6
qld_locality_911,Eidsvold,QLD,North Burnett Regional,-25.3874029,151.0673483,0,locality_road_representative_point,911,454.28571200000005,qld_admin_boundaries_locality_boundary,793,Eidsvold,road_node_inside_locality,1098088,-25.3683616,151.0547706,2732.1
qld_locality_5113,Eidsvold East,QLD,North Burnett Regional,-25.3156612,151.2257338,0,locality_road_representative_point,5113,376.44870299999997,qld_admin_boundaries_locality_boundary,791,Eidsvold East,road_node_inside_locality,1770963,-25.3262986,151.2504741,3049.8
qld_locality_5109,Eidsvold West,QLD,North Burnett Regional,-25.3801222,150.6865883,0,locality_road_representative_point,5109,2779.750727,qld_admin_boundaries_locality_boundary,792,Eidsvold West,road_node_inside_locality,1115943,-25.3636448,150.6715952,2628.1
qld_locality_5279,Eight Mile Creek,QLD,Burdekin Shire,-20.3382088,147.2796987,0,locality_road_representative_point,5279,319.135103,qld_admin_boundaries_locality_boundary,794,Eight Mile Creek,road_node_inside_locality,753395,-20.2805743,147.2208889,9468.9
qld_locality_912,Eight Mile Plains,QLD,Brisbane City,-27.5803688,153.0881307,0,locality_road_representative_point,912,7.794848,qld_admin_boundaries_locality_boundary,795,Eight Mile Plains,road_node_inside_locality,3126409,-27.5802758,153.0883790,30.0
qld_locality_913,Eimeo,QLD,Mackay Regional,-21.0453785,149.1764878,0,locality_road_representative_point,913,3.411283,qld_admin_boundaries_locality_boundary,796,Eimeo,road_node_inside_locality,894529,-21.0457460,149.1738129,301.0
qld_locality_3663,Einasleigh,QLD,Etheridge Shire,-18.5873491,144.1961049,0,locality_road_representative_point,3663,4059.383684,qld_admin_boundaries_locality_boundary,797,Einasleigh,road_node_inside_locality,368151,-18.5851542,144.1661197,3347.9
qld_locality_916,El Arish,QLD,Cassowary Coast Regional,-17.8034604,146.0035324,0,locality_road_representative_point,916,7.082452,qld_admin_boundaries_locality_boundary,798,El Arish,road_node_inside_locality,250766,-17.8029988,146.0043155,102.5
qld_locality_3982,Elaman Creek,QLD,Sunshine Coast Regional,-26.7167942,152.7741468,0,locality_road_representative_point,3982,13.289847,qld_admin_boundaries_locality_boundary,1192,Elaman Creek,road_node_inside_locality,1958592,-26.7162680,152.7791670,562.7
qld_locality_917,Elanora,QLD,Gold Coast City,-28.1384002,153.4438112,0,locality_road_representative_point,917,8.888464,qld_admin_boundaries_locality_boundary,1193,Elanora,road_node_inside_locality,2844033,-28.1387230,153.4426854,131.8
qld_locality_5459,Elbow Valley,QLD,Southern Downs Regional,-28.4243162,152.1584235,0,locality_road_representative_point,5459,159.994036,qld_admin_boundaries_locality_boundary,1194,Elbow Valley,road_node_inside_locality,2289527,-28.4081965,152.1683454,2320.0
qld_locality_920,Electra,QLD,Bundaberg Regional,-25.0089540,152.1135947,0,locality_road_representative_point,920,27.1987,qld_admin_boundaries_locality_boundary,1195,Electra,road_node_inside_locality,1739228,-25.0045141,152.1149035,564.5
qld_locality_5139,Elgin,QLD,Isaac Regional,-22.1742934,146.5894309,0,locality_road_representative_point,5139,2338.0319799999997,qld_admin_boundaries_locality_boundary,1197,Elgin,road_node_inside_locality,1276107,-22.2509959,146.6380622,10694.4
qld_locality_3155,Elgin Vale,QLD,Gympie Regional,-26.4407689,152.1928776,0,locality_road_representative_point,3155,117.67013700000001,qld_admin_boundaries_locality_boundary,1196,Elgin Vale,road_node_inside_locality,1874044,-26.4374748,152.2190580,2943.0
qld_locality_4211,Eli Waters,QLD,Fraser Coast Regional,-25.2738576,152.8041656,0,locality_road_representative_point,4211,7.447684,qld_admin_boundaries_locality_boundary,805,Eli Waters,road_node_inside_locality,2020995,-25.2714420,152.8028669,330.6
qld_locality_921,Elimbah,QLD,Moreton Bay City,-26.9950219,152.9780610,0,locality_road_representative_point,921,100.088195,qld_admin_boundaries_locality_boundary,1168,Elimbah,road_node_inside_locality,2138484,-26.9991066,152.9699892,1033.4
qld_locality_923,Ellangowan,QLD,Toowoomba Regional,-27.9404174,151.7242044,0,locality_road_representative_point,923,122.264733,qld_admin_boundaries_locality_boundary,1169,Ellangowan,road_node_inside_locality,2274818,-27.9461511,151.7257010,741.5
qld_locality_925,Ellen Grove,QLD,Brisbane City,-27.6152649,152.9484153,0,locality_road_representative_point,925,3.40676,qld_admin_boundaries_locality_boundary,1226,Ellen Grove,road_node_inside_locality,2556283,-27.6155241,152.9461964,249.1
qld_locality_4863,Ellerbeck,QLD,Cassowary Coast Regional,-18.2406795,145.9921569,0,locality_road_representative_point,4863,28.555037,qld_admin_boundaries_locality_boundary,1227,Ellerbeck,road_node_inside_locality,1259984,-18.2396757,145.9951446,352.8
qld_locality_926,Ellesmere,QLD,South Burnett Regional,-26.7366336,151.7454452,0,locality_road_representative_point,926,48.181936,qld_admin_boundaries_locality_boundary,806,Ellesmere,road_node_inside_locality,1808650,-26.7436481,151.7463092,879.6
qld_locality_4905,Ellinjaa,QLD,Tablelands Regional,-17.4938202,145.6551225,0,locality_road_representative_point,4905,24.728321,qld_admin_boundaries_locality_boundary,854,Ellinjaa,road_node_inside_locality,226967,-17.5057319,145.6532900,1405.2
qld_locality_927,Ellinthorp,QLD,Southern Downs Regional,-28.0486566,151.9233146,0,locality_road_representative_point,927,2.9675110000000005,qld_admin_boundaries_locality_boundary,855,Ellinthorp,road_node_inside_locality,2265283,-28.0463185,151.9177940,681.6
qld_locality_4358,Elliott,QLD,Bundaberg Regional,-24.9987983,152.3311830,0,locality_road_representative_point,4358,144.75259499999999,qld_admin_boundaries_locality_boundary,857,Elliott,road_node_inside_locality,1739848,-25.0046682,152.3260610,919.2
qld_locality_931,Elliott Heads,QLD,Bundaberg Regional,-24.9113031,152.4765325,0,locality_road_representative_point,931,12.482495,qld_admin_boundaries_locality_boundary,856,Elliott Heads,road_node_inside_locality,430374,-24.9105482,152.4793028,322.0
qld_locality_933,Ellis Beach,QLD,Cairns Regional,-16.7398346,145.6621510,0,locality_road_representative_point,933,13.331275000000002,qld_admin_boundaries_locality_boundary,874,Ellis Beach,road_node_inside_locality,236969,-16.7258341,145.6721768,1973.4
qld_locality_936,Elphinstone,QLD,Isaac Regional,-21.5341940,148.2347543,0,locality_road_representative_point,936,208.48575100000002,qld_admin_boundaries_locality_boundary,931,Elphinstone,road_node_inside_locality,755204,-21.5154220,148.2179486,2923.3
qld_locality_4147,Elphinstone,QLD,Toowoomba Regional,-27.9761754,151.8954859,0,locality_road_representative_point,4147,26.319462,qld_admin_boundaries_locality_boundary,932,Elphinstone,road_node_inside_locality,2266997,-27.9828099,151.8945625,842.6
qld_locality_938,Emerald,QLD,Central Highlands Regional,-23.5398410,148.1035334,0,locality_road_representative_point,938,844.533936,qld_admin_boundaries_locality_boundary,933,Emerald,road_node_inside_locality,967196,-23.5597779,148.1038940,2421.3
qld_locality_4166,Emu Creek,QLD,Toowoomba Regional,-27.0844923,151.9890100,0,locality_road_representative_point,4166,155.986556,qld_admin_boundaries_locality_boundary,934,Emu Creek,road_node_inside_locality,1823322,-27.0749600,151.9863377,1228.4
qld_locality_944,Emu Park,QLD,Livingstone Shire,-23.2490401,150.8137945,0,locality_road_representative_point,944,39.41608299999999,qld_admin_boundaries_locality_boundary,935,Emu Park,road_node_inside_locality,1027342,-23.2495079,150.8129018,114.4
qld_locality_945,Emu Vale,QLD,Southern Downs Regional,-28.2168554,152.2830685,0,locality_road_representative_point,945,163.509145,qld_admin_boundaries_locality_boundary,936,Emu Vale,road_node_inside_locality,2432899,-28.1937592,152.3606908,9120.1
qld_locality_4659,England Creek,QLD,Brisbane City,-27.3289263,152.7568210,0,locality_road_representative_point,4659,26.797262,qld_admin_boundaries_locality_boundary,937,England Creek,road_node_inside_locality,1944081,-27.3456651,152.7306442,3590.5
qld_locality_4435,England Creek,QLD,Somerset Regional,-27.4103536,152.6735922,0,locality_road_representative_point,4435,31.326135,qld_admin_boundaries_locality_boundary,938,England Creek,road_node_inside_locality,1941602,-27.3948655,152.6782930,2011.3
qld_locality_947,Enoggera,QLD,Brisbane City,-27.4263777,152.9736761,0,locality_road_representative_point,947,8.616866,qld_admin_boundaries_locality_boundary,940,Enoggera,road_node_inside_locality,3540242,-27.4263001,152.9743162,71.9
qld_locality_3543,Enoggera Reservoir,QLD,Brisbane City,-27.4203030,152.8648343,0,locality_road_representative_point,3543,37.823712,qld_admin_boundaries_locality_boundary,939,Enoggera Reservoir,road_node_inside_locality,1664418,-27.4299804,152.8657858,1218.3
qld_locality_4417,Epsom,QLD,Isaac Regional,-21.4985106,148.8281634,0,locality_road_representative_point,4417,439.423421,qld_admin_boundaries_locality_boundary,941,Epsom,road_node_inside_locality,849832,-21.4938752,148.8249903,657.5
qld_locality_4728,Erakala,QLD,Mackay Regional,-21.1286833,149.1223504,0,locality_road_representative_point,4728,12.412131,qld_admin_boundaries_locality_boundary,1049,Erakala,road_node_inside_locality,1434160,-21.1280407,149.1197543,299.0
qld_locality_3369,Eromanga,QLD,Quilpie Shire,-26.4841860,142.6574734,0,locality_road_representative_point,3369,28252.653956000002,qld_admin_boundaries_locality_boundary,1050,Eromanga,road_node_inside_locality,585930,-26.3023435,142.7931575,27181.2
qld_locality_5762,Erub Island,QLD,Torres Strait Island Regional,-9.5954791,143.7726648,0,locality_road_representative_point,5762,5.657954999999999,qld_admin_boundaries_locality_boundary,1051,Erub Island,road_node_inside_locality,325585,-9.5849068,143.7697713,1236.3
qld_locality_951,Esk,QLD,Somerset Regional,-27.2528298,152.4169468,0,locality_road_representative_point,951,59.631769000000006,qld_admin_boundaries_locality_boundary,1052,Esk,road_node_inside_locality,1911365,-27.2591524,152.4178412,798.0
qld_locality_952,Eskdale,QLD,Somerset Regional,-27.1438177,152.2438145,0,locality_road_representative_point,952,145.99375999999998,qld_admin_boundaries_locality_boundary,1053,Eskdale,road_node_inside_locality,1829023,-27.1381235,152.2082563,4021.9
qld_locality_3873,Esmeralda,QLD,Croydon Shire,-18.8527392,142.5697799,0,locality_road_representative_point,3873,5234.087493,qld_admin_boundaries_locality_boundary,1054,Esmeralda,road_node_inside_locality,104424,-18.8205184,142.5222728,6506.2
qld_locality_5045,Etna Creek,QLD,Livingstone Shire,-23.2084612,150.4017820,0,locality_road_representative_point,5045,69.42930799999999,qld_admin_boundaries_locality_boundary,1083,Etna Creek,road_node_inside_locality,651,-23.2274322,150.3974833,2347.2
qld_locality_954,Eton,QLD,Mackay Regional,-21.3010675,148.9387791,0,locality_road_representative_point,954,97.59393800000001,qld_admin_boundaries_locality_boundary,1084,Eton,road_node_inside_locality,851272,-21.3076716,148.9437943,966.6
qld_locality_956,Etty Bay,QLD,Cassowary Coast Regional,-17.5576152,146.0898174,0,locality_road_representative_point,956,14.178251,qld_admin_boundaries_locality_boundary,830,Etty Bay,road_node_inside_locality,1289594,-17.5634248,146.0922428,730.1
qld_locality_5247,Eubenangee,QLD,Cairns Regional,-17.4135490,146.0005827,0,locality_road_representative_point,5247,81.476945,qld_admin_boundaries_locality_boundary,831,Eubenangee,road_node_inside_locality,271638,-17.4132144,145.9939414,740.3
qld_locality_4799,Eubenangee,QLD,Cassowary Coast Regional,-17.4502827,145.9729975,0,locality_road_representative_point,4799,5.2591090000000005,qld_admin_boundaries_locality_boundary,832,Eubenangee,road_node_inside_locality,268879,-17.4519745,145.9704336,347.0
qld_locality_959,Eudlo,QLD,Sunshine Coast Regional,-26.7291742,152.9336065,0,locality_road_representative_point,959,20.264205,qld_admin_boundaries_locality_boundary,833,Eudlo,road_node_inside_locality,2103489,-26.7304846,152.9390635,629.0
qld_locality_5340,Eukey,QLD,Southern Downs Regional,-28.7850480,151.9774669,0,locality_road_representative_point,5340,65.050383,qld_admin_boundaries_locality_boundary,834,Eukey,road_node_inside_locality,2607666,-28.7873819,151.9735774,524.7
